日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
2026/7/3,L260335,B 類,不合格,OP-131,,研發,東昇,184,28.07
0625,L268152,A 類,待處理,OP-137,已回報,研發,力鋼,99,7.43
0719,L268852,A 類,待處理,OP-142,,製造,永利,182,83.77
0619,L263969,A 類,已結案,OP-139,,資材,順發,217,11.84
0724,L263749,A 類,,OP-103,,研發,大宏,239,41.7
6月11日,L264290,C 類,已結案,OP-110,,品保,東昇,163,75.49
2026/7/11,L265191,A 類,不合格,OP-132,待確認,資材,永利,192,92.14
2026/7/3,L262548,其他,合格,OP-107,,製造,捷欣,92,18.12
0714,L265355,C 類,,OP-143,已回報,營運,捷欣,187,15.27
2026/6/15,L264748,C 類,,OP-125,,資材,東昇,135,38.69
6月17日,L260497,其他,待處理,OP-141,,製造,力鋼,203,73.16
0601,L266527,C 類,合格,OP-139,待確認,營運,東昇,137,44.21
7月30日,L263977,C 類,待處理,OP-134,待確認,資材,大宏,44,47.17
0620,L267639,A 類,待處理,OP-120,已回報,營運,順發,105,96.03
2026/7/21,L264163,B 類,已結案,OP-143,,品保,永利,39,76.91
0616,L263334,B 類,已結案,OP-135,已回報,製造,永利,208,66.96
7月6日,L261783,其他,不合格,OP-145,,研發,捷欣,168,69.38
7月13日,L268398,B 類,,OP-141,,製造,東昇,189,57.06
0627,L264491,A 類,已結案,OP-145,,製造,捷欣,224,24.59
7月1日,L262820,A 類,不合格,OP-103,已回報,資材,永利,188,15.06
6月1日,L267570,其他,已結案,OP-135,已回報,製造,力鋼,54,8.27
2026/7/8,L264822,其他,已結案,OP-123,,品保,東昇,88,0.33
2026/7/14,L269249,其他,待處理,OP-110,,研發,大宏,41,37.31
7月10日,L261431,其他,合格,OP-136,,營運,順發,7,68.03
6月21日,L260926,C 類,不合格,OP-108,,資材,東昇,145,69.75
2026/7/6,L267525,B 類,,OP-145,,研發,順發,228,19.14
0715,L261932,C 類,合格,OP-119,,資材,力鋼,139,72.29
0709,L260549,B 類,已結案,OP-142,,營運,大宏,82,74.59
0611,L262336,C 類,合格,OP-116,已回報,研發,力鋼,69,28.53
0724,L261058,其他,合格,OP-122,,品保,順發,173,81.66
0730,L261196,B 類,已結案,OP-130,已回報,營運,順發,168,8.29
2026/7/4,L268160,A 類,已結案,OP-122,,資材,大宏,236,90.88
0717,L260261,A 類,待處理,OP-139,待確認,營運,捷欣,68,60.23
7月15日,L263555,B 類,待處理,OP-145,,製造,永利,16400.0,20.09
0617,L260665,A 類,待處理,OP-127,已回報,品保,順發,109,38.56
7月4日,L268876,其他,已結案,OP-106,,營運,捷欣,100,7.54
2026/7/26,L262949,其他,合格,OP-142,待確認,資材,東昇,63,76.3
6月16日,L262397,A 類,待處理,OP-104,,資材,捷欣,117,39.12
2026/7/2,L266944,C 類,合格,OP-112,,製造,東昇,136,74.27
0726,L264317,其他,,OP-124,,營運,順發,140,92.04
0721,L262364,A 類,,OP-133,待確認,研發,力鋼,179,77.58
0622,L261735,C 類,已結案,OP-134,,製造,東昇,106,11.33
6月2日,L262183,A 類,合格,OP-129,,營運,捷欣,8,41.16
0616,L268270,其他,不合格,OP-136,,品保,大宏,89,78.66
2026/7/28,L261547,A 類,不合格,OP-147,,品保,力鋼,37,89.78
6月20日,L269066,A 類,待處理,OP-120,待確認,製造,東昇,198,27.74
2026/7/12,L261427,B 類,待處理,OP-138,已回報,資材,力鋼,16,69.58
2026/7/6,L265847,A 類,已結案,OP-108,,資材,順發,4,35.47
7月9日,L261573,A 類,合格,OP-113,,資材,東昇,69,23.77
0629,L262977,A 類,待處理,OP-147,已回報,製造,永利,148,78.05
2026/7/3,L260239,其他,已結案,OP-143,,製造,東昇,216,39.91
2026/6/12,L265366,B 類,不合格,OP-121,,品保,大宏,180,38.43
0707,L263256,C 類,不合格,OP-103,,製造,力鋼,70,61.19
0718,L268961,其他,已結案,OP-146,已回報,資材,永利,173,90.42
2026/7/17,L263795,A 類,,OP-102,待確認,資材,大宏,180,24.08
2026/7/21,L262453,A 類,,OP-145,,品保,東昇,109,46.11
7月25日,L264859,A 類,不合格,OP-110,待確認,品保,永利,219,58.63
0622,L260987,A 類,,OP-137,已回報,製造,東昇,172,12.99
7月20日,L264161,C 類,待處理,OP-114,,研發,永利,179,39.68
7月2日,L263749,A 類,合格,OP-119,已回報,研發,東昇,6,47.3
0729,L269261,其他,待處理,OP-138,待確認,品保,力鋼,83,21.72
7月26日,L269762,其他,已結案,OP-139,已回報,研發,順發,78,59.97
7月4日,L269477,B 類,已結案,OP-118,已回報,製造,捷欣,70,20.04
0620,L269330,A 類,待處理,OP-109,,資材,東昇,145,65.65
0726,L266659,B 類,待處理,OP-104,,研發,順發,136,20.1
6月26日,L262267,B 類,已結案,OP-114,,製造,力鋼,32,26.51
0629,L269122,C 類,不合格,OP-138,,品保,順發,73,34.61
7月21日,L261198,A 類,待處理,OP-146,,營運,順發,132,67.07
0726,L266780,其他,不合格,OP-101,,品保,東昇,191,64.2
2026/7/27,L268844,A 類,,OP-105,,資材,東昇,187,43.37
2026/6/16,L262817,B 類,,OP-148,,品保,力鋼,236,77.29
2026/7/21,L262326,其他,不合格,OP-146,待確認,品保,大宏,206,15.5
2026/7/26,L261361,C 類,待處理,OP-104,待確認,資材,順發,139,82.76
0616,L262849,A 類,待處理,OP-136,,研發,東昇,100,82.01
7月23日,L268452,C 類,,OP-124,,營運,順發,236,1.6
0626,L260277,其他,待處理,OP-108,,研發,捷欣,129,82.06
0721,L260216,其他,,OP-136,,資材,力鋼,151,44.09
0619,L268182,B 類,待處理,OP-101,待確認,製造,捷欣,142,64.67
7月18日,L264528,B 類,合格,OP-128,已回報,研發,大宏,70,28.91
2026/7/19,L261038,其他,不合格,OP-147,已回報,資材,力鋼,133,29.38
2026/6/10,L260893,B 類,合格,OP-129,,研發,順發,143,90.87
2026/6/7,L265869,B 類,,OP-125,待確認,資材,力鋼,135,36.95
2026/6/14,L264372,B 類,合格,OP-118,,資材,順發,188,53.19
2026/7/28,L265859,B 類,合格,OP-104,已回報,研發,東昇,195,25.34
0607,L262139,B 類,,OP-133,,品保,順發,24,50.49
0606,L269880,其他,,OP-117,,品保,順發,106,29.08
0730,L261675,A 類,待處理,OP-104,已回報,製造,捷欣,20,66.5
2026/6/24,L260349,其他,不合格,OP-121,,研發,永利,120,84.95
2026/7/21,L266061,其他,,OP-142,待確認,製造,大宏,113,15.25
0707,L261896,C 類,待處理,OP-142,,研發,捷欣,116,62.39
0703,L263829,其他,不合格,OP-143,,資材,順發,217,88.79
6月13日,L264150,B 類,已結案,OP-125,,資材,捷欣,130,91.84
7月27日,L263763,A 類,待處理,OP-103,待確認,製造,力鋼,179,52.7
2026/6/24,L260457,B 類,,OP-148,,研發,東昇,227,29.78
6月25日,L260280,其他,不合格,OP-143,待確認,資材,大宏,166,57.82
7月24日,L264679,C 類,不合格,OP-107,,品保,順發,121,80.01
6月27日,L261813,B 類,不合格,OP-135,待確認,製造,順發,159,33.48
6月3日,L269989,B 類,,OP-141,待確認,品保,捷欣,180,13.95
6月8日,L269116,其他,合格,OP-101,,營運,大宏,147,59.02
2026/6/14,L265490,其他,不合格,OP-109,,製造,捷欣,100,35.89
0618,L262886,C 類,不合格,OP-132,,資材,東昇,160,36.43
0607,L262367,A 類,,OP-128,,資材,大宏,115,81.48
6月3日,L265735,A 類,已結案,OP-143,,資材,永利,173,75.71
0616,L266898,B 類,合格,OP-126,,品保,東昇,129,85.84
0623,L268794,其他,已結案,OP-128,,營運,永利,101,68.63
2026/7/10,L265895,C 類,已結案,OP-103,已回報,資材,捷欣,200,40.13
6月6日,L264812,C 類,已結案,OP-103,已回報,製造,順發,94,88.08
6月13日,L264843,其他,,OP-116,已回報,資材,順發,239,2.96
6月6日,L263522,C 類,,OP-123,,研發,東昇,156,55.67
6月18日,L264754,C 類,,OP-126,已回報,營運,東昇,221,97.94
2026/6/3,L265646,B 類,,OP-110,,營運,順發,187,43.3
2026/7/22,L262861,A 類,待處理,OP-129,,製造,捷欣,136,75.95
6月1日,L268447,C 類,合格,OP-142,,品保,東昇,94,35.24
2026/6/27,L268748,其他,合格,OP-143,,資材,力鋼,182,41.75
0601,L260132,B 類,,OP-137,已回報,製造,順發,16,10.39
0617,L263693,B 類,已結案,OP-139,已回報,品保,捷欣,84,9.51
0726,L266766,其他,不合格,OP-125,已回報,品保,捷欣,196,12.28
7月2日,L268469,其他,不合格,OP-109,,營運,力鋼,135,31.36
0725,L268196,A 類,已結案,OP-113,已回報,資材,力鋼,195,18.73
2026/6/28,L266935,其他,不合格,OP-132,,研發,順發,69,80.06
7月1日,L265418,B 類,不合格,OP-134,待確認,資材,永利,9,76.56
0614,L264194,C 類,不合格,OP-130,,資材,力鋼,99,75.29
0601,L260468,C 類,,OP-116,,品保,捷欣,238,76.92
0625,L260693,B 類,合格,OP-137,,資材,順發,146,79.45
2026/7/5,L263877,其他,,OP-124,,資材,順發,25,42.45
7月13日,L268259,B 類,合格,OP-126,,製造,力鋼,185,37.56
0615,L265484,其他,,OP-142,,資材,力鋼,140,11.59
2026/6/15,L262747,A 類,,OP-103,,研發,順發,12,63.78
7月21日,L261264,B 類,,OP-116,,資材,順發,26,7.05
6月25日,L261346,其他,合格,OP-116,,研發,捷欣,193,78.0
7月30日,L262878,其他,合格,OP-122,待確認,製造,順發,59,11.17
0605,L264983,A 類,已結案,OP-135,待確認,品保,順發,176,39.92
6月23日,L260653,A 類,已結案,OP-139,,營運,捷欣,168,28.14
0606,L268368,A 類,已結案,OP-147,已回報,製造,大宏,90,6.38
2026/6/21,L268917,C 類,已結案,OP-146,,資材,順發,141,79.39
2026/6/4,L266062,B 類,已結案,OP-140,待確認,品保,永利,148,62.69
0601,L269649,C 類,已結案,OP-144,已回報,營運,永利,15,64.38
0722,L263124,C 類,已結案,OP-113,待確認,品保,大宏,225,58.07
6月3日,L263535,A 類,,OP-133,,研發,捷欣,38,74.05
2026/7/28,L261032,C 類,,OP-104,已回報,製造,大宏,214,62.79
2026/7/13,L262690,其他,不合格,OP-116,,資材,東昇,155,83.69
0604,L260513,A 類,待處理,OP-126,待確認,資材,大宏,102,81.68
2026/7/23,L268788,其他,不合格,OP-133,已回報,品保,順發,130,43.99
7月23日,L260469,A 類,已結案,OP-140,已回報,資材,順發,61,31.5
2026/6/3,L269930,A 類,已結案,OP-112,已回報,研發,永利,78,19.41
2026/6/29,L268563,C 類,已結案,OP-145,,資材,捷欣,114,32.57
6月25日,L264348,A 類,待處理,OP-123,,研發,順發,52,53.32
0725,L268062,A 類,,OP-130,已回報,資材,永利,104,32.73
0611,L260311,A 類,不合格,OP-147,,資材,力鋼,95,70.16
6月25日,L268524,C 類,已結案,OP-139,,資材,順發,162,39.37
2026/7/26,L262858,其他,不合格,OP-108,待確認,資材,順發,157,61.65
6月25日,L269047,其他,,OP-111,,研發,大宏,35,58.62
6月9日,L265883,C 類,合格,OP-108,已回報,品保,力鋼,203,5.21
2026/6/7,L265242,A 類,合格,OP-122,,營運,順發,9,66.49
0714,L269088,C 類,待處理,OP-110,已回報,品保,順發,7,84.0
2026/6/24,L261345,A 類,不合格,OP-144,,營運,大宏,208,12.57
7月28日,L261570,A 類,待處理,OP-114,,研發,力鋼,180,65.2
0706,L266262,A 類,已結案,OP-138,已回報,營運,捷欣,73,33.32
6月14日,L265765,其他,合格,OP-145,,資材,永利,174,8.65
2026/6/11,L261226,其他,待處理,OP-115,,品保,大宏,53,63.18
0627,L263164,其他,不合格,OP-135,已回報,資材,永利,153,49.16
0705,L268260,其他,,OP-128,,品保,大宏,21,66.67
2026/6/24,L267359,B 類,,OP-146,,資材,力鋼,177,89.92
0629,L267519,A 類,已結案,OP-136,,研發,順發,126,53.5
2026/6/23,L264597,C 類,,OP-104,,營運,捷欣,197,0.77
2026/6/2,L263577,A 類,待處理,OP-147,,研發,捷欣,88,96.53
2026/6/11,L260427,B 類,已結案,OP-117,已回報,製造,永利,34,43.93
0615,L262196,B 類,已結案,OP-135,,研發,東昇,229,62.77
2026/6/19,L260330,B 類,,OP-147,待確認,營運,東昇,204,82.67
0714,L269492,A 類,,OP-143,待確認,資材,順發,174,74.58
0714,L264586,A 類,合格,OP-114,,製造,大宏,97,90.95
0609,L267823,B 類,,OP-118,已回報,營運,捷欣,83,13.05
0716,L260532,C 類,不合格,OP-127,已回報,品保,順發,211,26.69
2026/7/12,L269764,其他,不合格,OP-135,,品保,順發,98,59.42
2026/7/7,L268146,B 類,合格,OP-134,,製造,順發,182,97.16
2026/6/9,L260278,B 類,已結案,OP-116,待確認,資材,大宏,176,31.88
2026/6/20,L268084,其他,,OP-131,,資材,捷欣,36,46.9
0730,L263362,B 類,合格,OP-126,,品保,東昇,128,38.25
2026/6/17,L265259,C 類,合格,OP-146,,營運,東昇,11,75.75
7月15日,L266118,B 類,不合格,OP-132,已回報,品保,順發,74,26.76
6月29日,L267373,A 類,合格,OP-106,已回報,營運,東昇,184,81.81
0623,L269396,A 類,不合格,OP-139,,營運,永利,84,43.0
7月6日,L262965,A 類,待處理,OP-115,已回報,研發,東昇,72,26.54
6月4日,L268050,其他,待處理,OP-102,,營運,捷欣,216,13.46
2026/6/19,L262997,C 類,,OP-121,,資材,順發,212,94.89
2026/6/24,L262078,A 類,已結案,OP-134,已回報,品保,永利,106,47.86
2026/6/9,L262597,B 類,,OP-130,,研發,順發,166,6.93
7月20日,L261749,其他,合格,OP-146,,製造,力鋼,61,73.09
0723,L260868,其他,已結案,OP-125,,資材,捷欣,238,73.0
6月2日,L267571,C 類,不合格,OP-142,,資材,大宏,206,22.51
0713,L268845,其他,不合格,OP-104,,品保,大宏,204,66.82
2026/7/27,L268669,其他,,OP-107,已回報,製造,大宏,150,28.5
2026/7/26,L262672,其他,,OP-118,,品保,東昇,112,15.52
6月16日,L267395,A 類,不合格,OP-146,已回報,研發,捷欣,201,63.02
0728,L264881,C 類,,OP-122,已回報,研發,大宏,74,28.03
7月28日,L266690,其他,不合格,OP-112,,資材,永利,152,52.76
0713,L269618,C 類,已結案,OP-108,已回報,資材,捷欣,117,40.19
2026/6/21,L269080,其他,合格,OP-125,,資材,力鋼,186,48.03
0711,L269775,A 類,,OP-134,,研發,捷欣,157,75.33
0625,L261129,B 類,,OP-121,,資材,順發,110,9.32
7月18日,L263222,其他,合格,OP-123,,營運,大宏,188,87.48
6月12日,L262577,其他,合格,OP-141,已回報,製造,東昇,31,6.47
0702,L260210,B 類,合格,OP-111,,品保,永利,134,97.56
6月23日,L265153,A 類,已結案,OP-113,,資材,大宏,56,97.66
2026/6/29,L269115,A 類,,OP-117,已回報,資材,順發,193,76.27
0610,L266392,C 類,不合格,OP-138,待確認,研發,力鋼,88,70.27
0621,L266876,A 類,,OP-132,,研發,東昇,151,96.46
2026/6/23,L260423,C 類,待處理,OP-146,,資材,捷欣,231,81.06
6月14日,L261088,B 類,待處理,OP-127,待確認,營運,力鋼,152,51.77
0706,L267832,C 類,不合格,OP-109,,營運,捷欣,127,25.81
6月9日,L260578,C 類,,OP-121,,品保,捷欣,206,59.02
7月21日,L262092,其他,不合格,OP-106,待確認,資材,捷欣,131,56.4
0723,L264149,其他,不合格,OP-120,,資材,大宏,85,11.0
0629,L269020,A 類,待處理,OP-148,,資材,順發,41,90.23
7月27日,L260423,其他,合格,OP-130,,品保,順發,51,58.75
0728,L267759,其他,已結案,OP-125,,研發,東昇,92,95.33
2026/7/22,L269875,B 類,不合格,OP-139,,品保,捷欣,111,62.17
6月16日,L265525,A 類,,OP-109,,製造,力鋼,153,41.39
0715,L268637,其他,,OP-117,,資材,大宏,139,78.63
2026/6/3,L268073,B 類,,OP-126,,資材,力鋼,219,39.72
6月22日,L260066,其他,合格,OP-147,已回報,資材,永利,25,34.16
2026/6/11,L265257,其他,,OP-103,已回報,製造,東昇,170,15.42
0726,L260824,B 類,不合格,OP-136,,品保,順發,73,72.53
2026/6/25,L262844,C 類,合格,OP-140,已回報,品保,大宏,125,5.19
7月8日,L264351,其他,合格,OP-130,,製造,永利,143,53.05
0615,L261018,其他,,OP-144,,資材,力鋼,219,9.15
2026/6/12,L260643,A 類,合格,OP-133,已回報,營運,永利,46,54.7
7月24日,L269013,C 類,,OP-115,待確認,營運,永利,106,31.69
6月23日,L265719,A 類,,OP-121,,研發,東昇,115,33.9
6月11日,L263073,C 類,,OP-107,,製造,捷欣,52,18.08
6月17日,L264023,A 類,合格,OP-120,,品保,永利,5,71.52
0618,L261023,C 類,待處理,OP-129,,製造,永利,3,96.19
0618,L267677,C 類,不合格,OP-121,,資材,力鋼,164,60.35
0610,L260854,B 類,合格,OP-115,,營運,力鋼,15,86.91
0710,L261229,其他,,OP-101,,研發,永利,120,24.17
6月1日,L265684,B 類,待處理,OP-117,待確認,資材,永利,205,30.71
0701,L264766,其他,合格,OP-123,,營運,捷欣,38,31.86
0723,L262411,A 類,待處理,OP-108,待確認,品保,順發,165,29.05
7月20日,L269065,C 類,已結案,OP-119,,製造,永利,179,2.28
6月10日,L264350,其他,合格,OP-107,待確認,品保,大宏,51,72.35
2026/7/14,L262599,其他,不合格,OP-111,,品保,力鋼,31,53.78
2026/7/8,L268455,B 類,不合格,OP-142,已回報,營運,捷欣,216,95.34
7月2日,L262417,C 類,待處理,OP-142,,研發,力鋼,14,25.47
2026/6/7,L260058,A 類,不合格,OP-110,,製造,順發,39,25.12
7月23日,L266468,A 類,合格,OP-144,,資材,東昇,74,32.76
0724,L269183,A 類,不合格,OP-122,,品保,捷欣,175,68.0
0707,L269745,B 類,合格,OP-139,,研發,東昇,34,81.8
0708,L265125,其他,待處理,OP-129,待確認,品保,東昇,22,85.64
0623,L267487,C 類,合格,OP-148,,研發,力鋼,162,44.15
7月27日,L267378,B 類,合格,OP-113,,營運,力鋼,205,0.8
2026/7/30,L265875,B 類,待處理,OP-104,,製造,大宏,118,61.7
2026/6/13,L269847,B 類,合格,OP-148,待確認,研發,東昇,122,46.57
0710,L265443,A 類,待處理,OP-138,,製造,東昇,69,43.8
0713,L264813,其他,已結案,OP-135,,資材,捷欣,85,5.13
6月6日,L260571,B 類,,OP-109,待確認,資材,力鋼,154,82.61
7月17日,L263769,其他,,OP-133,已回報,品保,力鋼,189,8.92
0621,L265838,B 類,,OP-137,,資材,捷欣,92,45.62
2026/7/5,L261440,其他,,OP-137,,研發,大宏,6,0.82
2026/7/4,L261243,C 類,,OP-144,,資材,永利,163,79.2
6月28日,L267942,其他,,OP-135,,資材,順發,77,4.31
6月7日,L269833,C 類,待處理,OP-112,,品保,大宏,175,58.33
6月10日,L261857,B 類,待處理,OP-114,待確認,品保,順發,208,80.13
2026/7/8,L264217,其他,已結案,OP-117,已回報,資材,順發,197,5.98
2026/6/11,L260982,C 類,不合格,OP-131,,資材,順發,69,63.93
7月20日,L263880,C 類,合格,OP-113,,品保,永利,100.0,16.12
2026/6/21,L266177,B 類,,OP-120,,資材,東昇,206,61.66
2026/7/15,L262297,A 類,已結案,OP-146,,資材,順發,72,68.75
0628,L264055,C 類,,OP-108,待確認,營運,力鋼,235,58.49
7月17日,L261449,B 類,已結案,OP-114,,研發,捷欣,239,41.34
6月30日,L260866,B 類,,OP-109,,資材,力鋼,225,97.21
0603,L268095,C 類,,OP-133,待確認,研發,大宏,32,26.12
0718,L260636,其他,不合格,OP-110,,研發,捷欣,194,47.85
6月9日,L262329,C 類,合格,OP-141,待確認,製造,東昇,120,64.92
2026/7/7,L261921,A 類,待處理,OP-133,已回報,品保,捷欣,123,78.61
0630,L263128,其他,已結案,OP-126,,營運,大宏,135,49.46
6月24日,L264388,A 類,不合格,OP-122,,資材,力鋼,9,33.48
6月28日,L266043,其他,已結案,OP-108,,製造,捷欣,42,65.06
0728,L265630,A 類,不合格,OP-119,,品保,永利,158,49.56
7月14日,L267050,B 類,不合格,OP-144,已回報,營運,順發,89,90.41
7月16日,L264190,A 類,,OP-115,,研發,大宏,208,32.01
2026/7/6,L262133,其他,待處理,OP-125,,製造,順發,147,26.53
6月23日,L267699,B 類,待處理,OP-106,已回報,營運,力鋼,161,54.58
0704,L261869,其他,待處理,OP-111,待確認,製造,大宏,20,61.86
0722,L264610,B 類,,OP-111,待確認,品保,東昇,58,19.27
2026/7/5,L268252,A 類,合格,OP-136,已回報,營運,永利,231,26.37
7月16日,L260046,其他,,OP-129,,製造,順發,191,70.98
2026/7/12,L267333,A 類,已結案,OP-109,,品保,大宏,160,60.28
0619,L262278,B 類,合格,OP-113,已回報,研發,永利,74,56.42
2026/6/25,L267240,A 類,待處理,OP-134,已回報,營運,捷欣,153,93.69
6月7日,L267828,A 類,不合格,OP-135,待確認,研發,永利,202,55.14
0713,L267267,B 類,不合格,OP-143,待確認,品保,順發,181,61.27
0614,L262488,C 類,待處理,OP-129,待確認,品保,大宏,77,26.75
2026/6/17,L263953,其他,不合格,OP-110,,品保,力鋼,111,41.67
2026/6/25,L267145,C 類,合格,OP-125,已回報,研發,力鋼,177,74.04
2026/6/9,L266626,B 類,合格,OP-105,,品保,永利,205,93.64
0605,L268572,B 類,合格,OP-136,,研發,大宏,80,32.27
2026/6/15,L264424,C 類,,OP-107,待確認,資材,力鋼,61,10.23
2026/6/18,L269336,B 類,待處理,OP-136,已回報,營運,力鋼,121,91.13
0626,L267254,A 類,待處理,OP-129,待確認,研發,東昇,195,13.26
2026/6/30,L264171,B 類,,OP-135,,營運,大宏,148,19.01
0625,L266357,A 類,合格,OP-130,,研發,力鋼,60,67.83
2026/6/25,L268761,其他,不合格,OP-133,,營運,捷欣,160,78.32
7月23日,L265987,C 類,不合格,OP-117,,營運,捷欣,90,67.73
2026/6/15,L266481,B 類,不合格,OP-145,已回報,製造,捷欣,105,23.98
7月11日,L265466,C 類,,OP-128,已回報,營運,大宏,4,10.79
6月30日,L262611,其他,,OP-123,已回報,品保,捷欣,179,87.59
0715,L260228,C 類,,OP-108,,營運,永利,86,21.46
6月20日,L267383,B 類,已結案,OP-104,已回報,品保,捷欣,214,43.34
7月24日,L266273,A 類,不合格,OP-137,待確認,營運,永利,183,39.73
2026/6/17,L261679,B 類,不合格,OP-128,待確認,品保,大宏,222,63.04
6月8日,L269474,C 類,合格,OP-127,待確認,資材,力鋼,112,58.17
0609,L269444,A 類,合格,OP-113,待確認,品保,大宏,135,35.72
2026/7/27,L269163,其他,合格,OP-115,已回報,營運,順發,202,61.07
0701,L267167,其他,已結案,OP-122,,資材,東昇,160,61.63
0716,L267949,其他,不合格,OP-122,已回報,營運,永利,101,63.24
2026/7/4,L262088,B 類,已結案,OP-101,已回報,品保,東昇,136,77.73
7月27日,L264094,A 類,合格,OP-101,待確認,研發,力鋼,235,82.99
0713,L260148,B 類,已結案,OP-134,,研發,永利,166,45.59
2026/7/13,L265194,A 類,,OP-118,,品保,永利,186,93.37
2026/6/7,L264640,其他,已結案,OP-101,,資材,力鋼,172,26.88
2026/7/11,L262217,A 類,,OP-128,,品保,永利,82,7.53
2026/6/16,L267246,B 類,合格,OP-128,已回報,製造,順發,68,51.27
0717,L267292,其他,不合格,OP-126,,研發,力鋼,90,78.92
2026/7/18,L269716,A 類,已結案,OP-142,待確認,營運,順發,223,59.9
0709,L265874,其他,,OP-120,,品保,捷欣,200,71.92
6月1日,L261289,C 類,待處理,OP-148,已回報,營運,東昇,228,48.01
0707,L268387,A 類,合格,OP-112,,研發,東昇,171,8.11
2026/7/27,L261598,C 類,待處理,OP-136,已回報,品保,大宏,81,41.82
6月18日,L265792,C 類,待處理,OP-140,,製造,力鋼,129,74.46
2026/6/19,L264071,C 類,合格,OP-130,已回報,品保,順發,128,59.57
7月14日,L263039,A 類,,OP-138,,資材,大宏,70,97.91
6月25日,L265211,B 類,,OP-136,待確認,營運,永利,176,72.11
0617,L261442,C 類,,OP-123,,製造,力鋼,232,46.71
0610,L267736,A 類,,OP-121,,製造,東昇,190,21.91
6月6日,L260743,其他,合格,OP-125,,營運,捷欣,235,8.2
0719,L264649,A 類,,OP-112,,營運,捷欣,5,32.87
0623,L260731,其他,已結案,OP-109,,研發,順發,112,51.56
0706,L263221,A 類,待處理,OP-142,已回報,品保,捷欣,68,88.19
0624,L267816,其他,待處理,OP-142,,營運,捷欣,22,90.13
0622,L260729,其他,待處理,OP-118,已回報,營運,順發,74,48.05
2026/6/27,L260999,A 類,已結案,OP-124,,研發,捷欣,138,57.97
7月14日,L260693,A 類,已結案,OP-109,,製造,捷欣,152,45.88
0614,L265442,其他,合格,OP-145,已回報,品保,捷欣,115,50.51
0601,L269165,其他,已結案,OP-118,,製造,大宏,19,65.96
0714,L268352,A 類,不合格,OP-129,已回報,製造,捷欣,75,81.94
7月27日,L269188,C 類,合格,OP-127,,資材,東昇,219,27.07
2026/6/1,L262874,其他,已結案,OP-102,已回報,研發,永利,102,30.77
0611,L261067,其他,待處理,OP-142,,品保,大宏,71,90.41
2026/6/6,L262729,其他,已結案,OP-109,已回報,品保,永利,224,40.11
2026/7/4,L263522,其他,待處理,OP-112,待確認,品保,東昇,218,14.22
6月19日,L267264,C 類,待處理,OP-145,,品保,力鋼,193,20.68
2026/7/28,L267016,C 類,,OP-102,已回報,研發,順發,73,82.69
0710,L267676,B 類,,OP-114,已回報,品保,東昇,32,76.78
0615,L261945,C 類,,OP-147,已回報,品保,力鋼,208,34.74
0622,L266110,A 類,待處理,OP-108,已回報,資材,東昇,42,68.47
0604,L267097,A 類,待處理,OP-125,已回報,製造,順發,140,22.97
0710,L262621,其他,,OP-111,,資材,東昇,126,13.19
0621,L264910,B 類,,OP-123,待確認,研發,順發,233,11.86
2026/6/11,L260755,B 類,待處理,OP-140,,品保,捷欣,47,51.47
7月5日,L264280,C 類,已結案,OP-144,,營運,順發,158,52.12
0730,L260748,A 類,不合格,OP-142,待確認,製造,永利,22,19.6
6月21日,L264630,其他,,OP-104,,資材,順發,107,34.61
0628,L260310,C 類,已結案,OP-131,,品保,捷欣,102,22.87
0628,L265514,C 類,合格,OP-136,待確認,品保,永利,59,50.07
2026/7/12,L264015,B 類,不合格,OP-110,待確認,研發,捷欣,59,97.55
2026/7/12,L269981,B 類,合格,OP-102,,研發,順發,232,66.75
6月15日,L267448,其他,待處理,OP-137,,研發,東昇,202,69.56
7月1日,L263538,其他,,OP-138,已回報,品保,永利,194,2.5
6月13日,L266059,C 類,不合格,OP-114,,品保,大宏,42,1.87
7月16日,L261413,B 類,待處理,OP-134,待確認,製造,大宏,68,27.89
7月26日,L262081,C 類,,OP-107,,資材,力鋼,233,38.75
0724,L266837,其他,不合格,OP-111,,製造,大宏,164,54.86
2026/7/16,L260450,B 類,待處理,OP-146,,資材,大宏,63,81.29
7月15日,L263753,A 類,已結案,OP-147,待確認,品保,永利,191,94.13
2026/6/29,L266255,A 類,,OP-131,待確認,製造,大宏,39,4.03
7月13日,L263150,C 類,合格,OP-131,已回報,製造,順發,228,84.08
7月13日,L265955,B 類,不合格,OP-101,待確認,研發,東昇,205,30.51
2026/7/26,L264444,B 類,,OP-107,,資材,東昇,219,46.41
2026/6/10,L261420,其他,,OP-101,已回報,營運,永利,118,71.89
2026/6/20,L261281,B 類,不合格,OP-101,已回報,營運,順發,214,41.07
0606,L262646,B 類,待處理,OP-135,待確認,製造,順發,11,86.92
7月13日,L264490,其他,不合格,OP-135,,品保,大宏,223,70.14
6月2日,L261168,C 類,,OP-112,,研發,順發,39,87.1
0727,L263612,B 類,合格,OP-136,,製造,東昇,151,74.5
2026/7/11,L260583,C 類,不合格,OP-142,已回報,營運,力鋼,239,85.69
2026/7/15,L265776,C 類,不合格,OP-128,,資材,捷欣,39,32.2
2026/6/15,L264495,其他,合格,OP-130,,營運,捷欣,48,55.47
0705,L268322,其他,,OP-123,待確認,資材,力鋼,227,17.36
0712,L265593,B 類,不合格,OP-144,,資材,順發,193,4.54
